date,ticker,in_index,yf_ticker
2009-12-31,AAPL,1,AAPL
2009-12-31,ADBE,1,ADBE
2009-12-31,ADP,1,ADP
2009-12-31,ADSK,1,ADSK
2009-12-31,ALTR,1,ALTR
2009-12-31,AMAT,1,AMAT
2009-12-31,AMGN,1,AMGN
2009-12-31,AMZN,1,AMZN
2009-12-31,APOL,1,APOL
2009-12-31,ATVI,1,ATVI
2009-12-31,BBBY,1,BBBY
2009-12-31,BIDU,1,BIDU
2009-12-31,BIIB,1,BIIB
2009-12-31,BMC,1,BMC
2009-12-31,BRCM,1,BRCM
2009-12-31,CA,1,CA
2009-12-31,CELG,1,CELG
2009-12-31,CEPH,1,CEPH
2009-12-31,CERN,1,CERN
2009-12-31,CHKP,1,CHKP
2009-12-31,CHRW,1,CHRW
2009-12-31,CMCSA,1,CMCSA
2009-12-31,COST,1,COST
2009-12-31,CSCO,1,CSCO
2009-12-31,CTAS,1,CTAS
2009-12-31,CTSH,1,CTSH
2009-12-31,CTXS,1,CTXS
2009-12-31,DELL,1,DELL
2009-12-31,DISH,1,DISH
2009-12-31,DTV,1,DTV
2009-12-31,EA,1,EA
2009-12-31,EBAY,1,EBAY
2009-12-31,ESRX,1,ESRX
2009-12-31,EXPD,1,EXPD
2009-12-31,EXPE,1,EXPE
2009-12-31,FAST,1,FAST
2009-12-31,FB,1,META
2009-12-31,FISV,1,FISV
2009-12-31,FLEX,1,FLEX
2009-12-31,FLIR,1,FLIR
2009-12-31,FSLR,1,FSLR
2009-12-31,FWLT,1,FWLT
2009-12-31,GENZ,1,GENZ
2009-12-31,GILD,1,GILD
2009-12-31,GOOG,1,GOOGL
2009-12-31,GRMN,1,GRMN
2009-12-31,HOLX,1,HOLX
2009-12-31,HSIC,1,HSIC
2009-12-31,ILMN,1,ILMN
2009-12-31,INTC,1,INTC
2009-12-31,INTU,1,INTU
2009-12-31,ISRG,1,ISRG
2009-12-31,JBHT,1,JBHT
2009-12-31,JOYG,1,JOYG
2009-12-31,KLAC,1,KLAC
2009-12-31,LIFE,1,LIFE
2009-12-31,LLTC,1,LLTC
2009-12-31,LOGI,1,LOGI
2009-12-31,LRCX,1,LRCX
2009-12-31,MAT,1,MAT
2009-12-31,MCHP,1,MCHP
2009-12-31,MICC,1,MICC
2009-12-31,MRVL,1,MRVL
2009-12-31,MSFT,1,MSFT
2009-12-31,MWW,1,MWW
2009-12-31,MXIM,1,MXIM
2009-12-31,MYL,1,MYL
2009-12-31,NIHD,1,NIHD
2009-12-31,NTAP,1,NTAP
2009-12-31,NVDA,1,NVDA
2009-12-31,NWSA,1,FOXA
2009-12-31,ORCL,1,ORCL
2009-12-31,ORLY,1,ORLY
2009-12-31,PAYX,1,PAYX
2009-12-31,PCAR,1,PCAR
2009-12-31,PCLN,1,BKNG
2009-12-31,PDCO,1,PDCO
2009-12-31,QCOM,1,QCOM
2009-12-31,QGEN,1,QGEN
2009-12-31,QRTEA,1,QRTEA
2009-12-31,RIMM,1,RIMM
2009-12-31,ROST,1,ROST
2009-12-31,SBUX,1,SBUX
2009-12-31,SHLD,1,SHLD
2009-12-31,SIAL,1,SIAL
2009-12-31,SNDK,1,SNDK
2009-12-31,SPLS,1,SPLS
2009-12-31,SRCL,1,SRCL
2009-12-31,SYMC,1,NLOK
2009-12-31,URBN,1,URBN
2009-12-31,VIAB,1,VIAB
2009-12-31,VMED,1,VMED
2009-12-31,VOD,1,VOD
2009-12-31,VRSN,1,VRSN
2009-12-31,VRTX,1,VRTX
2009-12-31,WCRX,1,WCRX
2009-12-31,WYNN,1,WYNN
2009-12-31,XLNX,1,XLNX
2009-12-31,XRAY,1,XRAY
2009-12-31,YHOO,1,YHOO
2010-01-31,AAPL,1,AAPL
2010-01-31,ADBE,1,ADBE
2010-01-31,ADP,1,ADP
2010-01-31,ADSK,1,ADSK
2010-01-31,ALTR,1,ALTR
2010-01-31,AMAT,1,AMAT
2010-01-31,AMGN,1,AMGN
2010-01-31,AMZN,1,AMZN
2010-01-31,APOL,1,APOL
2010-01-31,ATVI,1,ATVI
2010-01-31,BBBY,1,BBBY
2010-01-31,BIDU,1,BIDU
2010-01-31,BIIB,1,BIIB
2010-01-31,BMC,1,BMC
2010-01-31,BRCM,1,BRCM
2010-01-31,CA,1,CA
2010-01-31,CELG,1,CELG
2010-01-31,CEPH,1,CEPH
2010-01-31,CERN,1,CERN
2010-01-31,CHKP,1,CHKP
2010-01-31,CHRW,1,CHRW
2010-01-31,CMCSA,1,CMCSA
2010-01-31,COST,1,COST
2010-01-31,CSCO,1,CSCO
2010-01-31,CTAS,1,CTAS
2010-01-31,CTSH,1,CTSH
2010-01-31,CTXS,1,CTXS
2010-01-31,DELL,1,DELL
2010-01-31,DISH,1,DISH
2010-01-31,DTV,1,DTV
2010-01-31,EA,1,EA
2010-01-31,EBAY,1,EBAY
2010-01-31,ESRX,1,ESRX
2010-01-31,EXPD,1,EXPD
2010-01-31,EXPE,1,EXPE
2010-01-31,FAST,1,FAST
2010-01-31,FB,1,META
2010-01-31,FISV,1,FISV
2010-01-31,FLEX,1,FLEX
2010-01-31,FLIR,1,FLIR
2010-01-31,FSLR,1,FSLR
2010-01-31,FWLT,1,FWLT
2010-01-31,GENZ,1,GENZ
2010-01-31,GILD,1,GILD
2010-01-31,GOOG,1,GOOGL
2010-01-31,GRMN,1,GRMN
2010-01-31,HOLX,1,HOLX
2010-01-31,HSIC,1,HSIC
2010-01-31,ILMN,1,ILMN
2010-01-31,INTC,1,INTC
2010-01-31,INTU,1,INTU
2010-01-31,ISRG,1,ISRG
2010-01-31,JBHT,1,JBHT
2010-01-31,JOYG,1,JOYG
2010-01-31,KLAC,1,KLAC
2010-01-31,LIFE,1,LIFE
2010-01-31,LLTC,1,LLTC
2010-01-31,LOGI,1,LOGI
2010-01-31,LRCX,1,LRCX
2010-01-31,MAT,1,MAT
2010-01-31,MCHP,1,MCHP
2010-01-31,MICC,1,MICC
2010-01-31,MRVL,1,MRVL
2010-01-31,MSFT,1,MSFT
2010-01-31,MWW,1,MWW
2010-01-31,MXIM,1,MXIM
2010-01-31,MYL,1,MYL
2010-01-31,NIHD,1,NIHD
2010-01-31,NTAP,1,NTAP
2010-01-31,NVDA,1,NVDA
2010-01-31,NWSA,1,FOXA
2010-01-31,ORCL,1,ORCL
2010-01-31,ORLY,1,ORLY
2010-01-31,PAYX,1,PAYX
2010-01-31,PCAR,1,PCAR
2010-01-31,PCLN,1,BKNG
2010-01-31,PDCO,1,PDCO
2010-01-31,QCOM,1,QCOM
2010-01-31,QGEN,1,QGEN
2010-01-31,QRTEA,1,QRTEA
2010-01-31,RIMM,1,RIMM
2010-01-31,ROST,1,ROST
2010-01-31,SBUX,1,SBUX
2010-01-31,SHLD,1,SHLD
2010-01-31,SIAL,1,SIAL
2010-01-31,SNDK,1,SNDK
2010-01-31,SPLS,1,SPLS
2010-01-31,SRCL,1,SRCL
2010-01-31,SYMC,1,NLOK
2010-01-31,URBN,1,URBN
2010-01-31,VIAB,1,VIAB
2010-01-31,VMED,1,VMED
2010-01-31,VOD,1,VOD
2010-01-31,VRSN,1,VRSN
2010-01-31,VRTX,1,VRTX
2010-01-31,WCRX,1,WCRX
2010-01-31,WYNN,1,WYNN
2010-01-31,XLNX,1,XLNX
2010-01-31,XRAY,1,XRAY
2010-01-31,YHOO,1,YHOO
2010-02-28,AAPL,1,AAPL
2010-02-28,ADBE,1,ADBE
2010-02-28,ADP,1,ADP
2010-02-28,ADSK,1,ADSK
2010-02-28,ALTR,1,ALTR
2010-02-28,AMAT,1,AMAT
2010-02-28,AMGN,1,AMGN
2010-02-28,AMZN,1,AMZN
2010-02-28,APOL,1,APOL
2010-02-28,ATVI,1,ATVI
2010-02-28,BBBY,1,BBBY
2010-02-28,BIDU,1,BIDU
2010-02-28,BIIB,1,BIIB
2010-02-28,BMC,1,BMC
2010-02-28,BRCM,1,BRCM
2010-02-28,CA,1,CA
2010-02-28,CELG,1,CELG
2010-02-28,CEPH,1,CEPH
2010-02-28,CERN,1,CERN
2010-02-28,CHKP,1,CHKP
2010-02-28,CHRW,1,CHRW
2010-02-28,CMCSA,1,CMCSA
2010-02-28,COST,1,COST
2010-02-28,CSCO,1,CSCO
2010-02-28,CTAS,1,CTAS
2010-02-28,CTSH,1,CTSH
2010-02-28,CTXS,1,CTXS
2010-02-28,DELL,1,DELL
2010-02-28,DISH,1,DISH
2010-02-28,DTV,1,DTV
2010-02-28,EA,1,EA
2010-02-28,EBAY,1,EBAY
2010-02-28,ESRX,1,ESRX
2010-02-28,EXPD,1,EXPD
2010-02-28,EXPE,1,EXPE
2010-02-28,FAST,1,FAST
2010-02-28,FB,1,META
2010-02-28,FISV,1,FISV
2010-02-28,FLEX,1,FLEX
2010-02-28,FLIR,1,FLIR
2010-02-28,FSLR,1,FSLR
2010-02-28,FWLT,1,FWLT
2010-02-28,GENZ,1,GENZ
2010-02-28,GILD,1,GILD
2010-02-28,GOOG,1,GOOGL
2010-02-28,GRMN,1,GRMN
2010-02-28,HOLX,1,HOLX
2010-02-28,HSIC,1,HSIC
2010-02-28,ILMN,1,ILMN
2010-02-28,INTC,1,INTC
2010-02-28,INTU,1,INTU
2010-02-28,ISRG,1,ISRG
2010-02-28,JBHT,1,JBHT
2010-02-28,JOYG,1,JOYG
2010-02-28,KLAC,1,KLAC
2010-02-28,LIFE,1,LIFE
2010-02-28,LLTC,1,LLTC
2010-02-28,LOGI,1,LOGI
2010-02-28,LRCX,1,LRCX
2010-02-28,MAT,1,MAT
2010-02-28,MCHP,1,MCHP
2010-02-28,MICC,1,MICC
2010-02-28,MRVL,1,MRVL
2010-02-28,MSFT,1,MSFT
2010-02-28,MWW,1,MWW
2010-02-28,MXIM,1,MXIM
2010-02-28,MYL,1,MYL
2010-02-28,NIHD,1,NIHD
2010-02-28,NTAP,1,NTAP
2010-02-28,NVDA,1,NVDA
2010-02-28,NWSA,1,FOXA
2010-02-28,ORCL,1,ORCL
2010-02-28,ORLY,1,ORLY
2010-02-28,PAYX,1,PAYX
2010-02-28,PCAR,1,PCAR
2010-02-28,PCLN,1,BKNG
2010-02-28,PDCO,1,PDCO
2010-02-28,QCOM,1,QCOM
2010-02-28,QGEN,1,QGEN
2010-02-28,QRTEA,1,QRTEA
2010-02-28,RIMM,1,RIMM
2010-02-28,ROST,1,ROST
2010-02-28,SBUX,1,SBUX
2010-02-28,SHLD,1,SHLD
2010-02-28,SIAL,1,SIAL
2010-02-28,SNDK,1,SNDK
2010-02-28,SPLS,1,SPLS
2010-02-28,SRCL,1,SRCL
2010-02-28,SYMC,1,NLOK
2010-02-28,URBN,1,URBN
2010-02-28,VIAB,1,VIAB
2010-02-28,VMED,1,VMED
2010-02-28,VOD,1,VOD
2010-02-28,VRSN,1,VRSN
2010-02-28,VRTX,1,VRTX
2010-02-28,WCRX,1,WCRX
2010-02-28,WYNN,1,WYNN
2010-02-28,XLNX,1,XLNX
2010-02-28,XRAY,1,XRAY
2010-02-28,YHOO,1,YHOO
2010-03-31,AAPL,1,AAPL
2010-03-31,ADBE,1,ADBE
2010-03-31,ADP,1,ADP
2010-03-31,ADSK,1,ADSK
2010-03-31,ALTR,1,ALTR
2010-03-31,AMAT,1,AMAT
2010-03-31,AMGN,1,AMGN
2010-03-31,AMZN,1,AMZN
2010-03-31,APOL,1,APOL
2010-03-31,ATVI,1,ATVI
2010-03-31,BBBY,1,BBBY
2010-03-31,BIDU,1,BIDU
2010-03-31,BIIB,1,BIIB
2010-03-31,BMC,1,BMC
2010-03-31,BRCM,1,BRCM
2010-03-31,CA,1,CA
2010-03-31,CELG,1,CELG
2010-03-31,CEPH,1,CEPH
2010-03-31,CERN,1,CERN
2010-03-31,CHKP,1,CHKP
2010-03-31,CHRW,1,CHRW
2010-03-31,CMCSA,1,CMCSA
2010-03-31,COST,1,COST
2010-03-31,CSCO,1,CSCO
2010-03-31,CTAS,1,CTAS
2010-03-31,CTSH,1,CTSH
2010-03-31,CTXS,1,CTXS
2010-03-31,DELL,1,DELL
2010-03-31,DISH,1,DISH
2010-03-31,DTV,1,DTV
2010-03-31,EA,1,EA
2010-03-31,EBAY,1,EBAY
2010-03-31,ESRX,1,ESRX
2010-03-31,EXPD,1,EXPD
2010-03-31,EXPE,1,EXPE
2010-03-31,FAST,1,FAST
2010-03-31,FB,1,META
2010-03-31,FISV,1,FISV
2010-03-31,FLEX,1,FLEX
2010-03-31,FLIR,1,FLIR
2010-03-31,FSLR,1,FSLR
2010-03-31,FWLT,1,FWLT
2010-03-31,GENZ,1,GENZ
2010-03-31,GILD,1,GILD
2010-03-31,GOOG,1,GOOGL
2010-03-31,GRMN,1,GRMN
2010-03-31,HOLX,1,HOLX
2010-03-31,HSIC,1,HSIC
2010-03-31,ILMN,1,ILMN
2010-03-31,INTC,1,INTC
2010-03-31,INTU,1,INTU
2010-03-31,ISRG,1,ISRG
2010-03-31,JBHT,1,JBHT
2010-03-31,JOYG,1,JOYG
2010-03-31,KLAC,1,KLAC
2010-03-31,LIFE,1,LIFE
2010-03-31,LLTC,1,LLTC
2010-03-31,LOGI,1,LOGI
2010-03-31,LRCX,1,LRCX
2010-03-31,MAT,1,MAT
2010-03-31,MCHP,1,MCHP
2010-03-31,MICC,1,MICC
2010-03-31,MRVL,1,MRVL
2010-03-31,MSFT,1,MSFT
2010-03-31,MWW,1,MWW
2010-03-31,MXIM,1,MXIM
2010-03-31,MYL,1,MYL
2010-03-31,NIHD,1,NIHD
2010-03-31,NTAP,1,NTAP
2010-03-31,NVDA,1,NVDA
2010-03-31,NWSA,1,FOXA
2010-03-31,ORCL,1,ORCL
2010-03-31,ORLY,1,ORLY
2010-03-31,PAYX,1,PAYX
2010-03-31,PCAR,1,PCAR
2010-03-31,PCLN,1,BKNG
2010-03-31,PDCO,1,PDCO
2010-03-31,QCOM,1,QCOM
2010-03-31,QGEN,1,QGEN
2010-03-31,QRTEA,1,QRTEA
2010-03-31,RIMM,1,RIMM
2010-03-31,ROST,1,ROST
2010-03-31,SBUX,1,SBUX
2010-03-31,SHLD,1,SHLD
2010-03-31,SIAL,1,SIAL
2010-03-31,SNDK,1,SNDK
2010-03-31,SPLS,1,SPLS
2010-03-31,SRCL,1,SRCL
2010-03-31,SYMC,1,NLOK
2010-03-31,URBN,1,URBN
2010-03-31,VIAB,1,VIAB
2010-03-31,VMED,1,VMED
2010-03-31,VOD,1,VOD
2010-03-31,VRSN,1,VRSN
2010-03-31,VRTX,1,VRTX
2010-03-31,WCRX,1,WCRX
2010-03-31,WYNN,1,WYNN
2010-03-31,XLNX,1,XLNX
2010-03-31,XRAY,1,XRAY
2010-03-31,YHOO,1,YHOO
2010-04-30,AAPL,1,AAPL
2010-04-30,ADBE,1,ADBE
2010-04-30,ADP,1,ADP
2010-04-30,ADSK,1,ADSK
2010-04-30,ALTR,1,ALTR
2010-04-30,AMAT,1,AMAT
2010-04-30,AMGN,1,AMGN
2010-04-30,AMZN,1,AMZN
2010-04-30,APOL,1,APOL
2010-04-30,ATVI,1,ATVI
2010-04-30,BBBY,1,BBBY
2010-04-30,BIDU,1,BIDU
2010-04-30,BIIB,1,BIIB
2010-04-30,BMC,1,BMC
2010-04-30,BRCM,1,BRCM
2010-04-30,CA,1,CA
2010-04-30,CELG,1,CELG
2010-04-30,CEPH,1,CEPH
2010-04-30,CERN,1,CERN
2010-04-30,CHKP,1,CHKP
2010-04-30,CHRW,1,CHRW
2010-04-30,CMCSA,1,CMCSA
2010-04-30,COST,1,COST
2010-04-30,CSCO,1,CSCO
2010-04-30,CTAS,1,CTAS
2010-04-30,CTSH,1,CTSH
2010-04-30,CTXS,1,CTXS
2010-04-30,DELL,1,DELL
2010-04-30,DISH,1,DISH
2010-04-30,DTV,1,DTV
2010-04-30,EA,1,EA
2010-04-30,EBAY,1,EBAY
2010-04-30,ESRX,1,ESRX
2010-04-30,EXPD,1,EXPD
2010-04-30,EXPE,1,EXPE
2010-04-30,FAST,1,FAST
2010-04-30,FB,1,META
2010-04-30,FISV,1,FISV
2010-04-30,FLEX,1,FLEX
2010-04-30,FLIR,1,FLIR
2010-04-30,FSLR,1,FSLR
2010-04-30,FWLT,1,FWLT
2010-04-30,GENZ,1,GENZ
2010-04-30,GILD,1,GILD
2010-04-30,GOOG,1,GOOGL
2010-04-30,GRMN,1,GRMN
2010-04-30,HOLX,1,HOLX
2010-04-30,HSIC,1,HSIC
2010-04-30,ILMN,1,ILMN
2010-04-30,INTC,1,INTC
2010-04-30,INTU,1,INTU
2010-04-30,ISRG,1,ISRG
2010-04-30,JBHT,1,JBHT
2010-04-30,JOYG,1,JOYG
2010-04-30,KLAC,1,KLAC
2010-04-30,LIFE,1,LIFE
2010-04-30,LLTC,1,LLTC
2010-04-30,LOGI,1,LOGI
2010-04-30,LRCX,1,LRCX
2010-04-30,MAT,1,MAT
2010-04-30,MCHP,1,MCHP
2010-04-30,MICC,1,MICC
2010-04-30,MRVL,1,MRVL
2010-04-30,MSFT,1,MSFT
2010-04-30,MWW,1,MWW
2010-04-30,MXIM,1,MXIM
2010-04-30,MYL,1,MYL
2010-04-30,NIHD,1,NIHD
2010-04-30,NTAP,1,NTAP
2010-04-30,NVDA,1,NVDA
2010-04-30,NWSA,1,FOXA
2010-04-30,ORCL,1,ORCL
2010-04-30,ORLY,1,ORLY
2010-04-30,PAYX,1,PAYX
2010-04-30,PCAR,1,PCAR
2010-04-30,PCLN,1,BKNG
2010-04-30,PDCO,1,PDCO
2010-04-30,QCOM,1,QCOM
2010-04-30,QGEN,1,QGEN
2010-04-30,QRTEA,1,QRTEA
2010-04-30,RIMM,1,RIMM
2010-04-30,ROST,1,ROST
2010-04-30,SBUX,1,SBUX
2010-04-30,SHLD,1,SHLD
2010-04-30,SIAL,1,SIAL
2010-04-30,SNDK,1,SNDK
2010-04-30,SPLS,1,SPLS
2010-04-30,SRCL,1,SRCL
2010-04-30,SYMC,1,NLOK
2010-04-30,URBN,1,URBN
2010-04-30,VIAB,1,VIAB
2010-04-30,VMED,1,VMED
2010-04-30,VOD,1,VOD
2010-04-30,VRSN,1,VRSN
2010-04-30,VRTX,1,VRTX
2010-04-30,WCRX,1,WCRX
2010-04-30,WYNN,1,WYNN
2010-04-30,XLNX,1,XLNX
2010-04-30,XRAY,1,XRAY
2010-04-30,YHOO,1,YHOO
2010-05-31,AAPL,1,AAPL
2010-05-31,ADBE,1,ADBE
2010-05-31,ADP,1,ADP
2010-05-31,ADSK,1,ADSK
2010-05-31,ALTR,1,ALTR
2010-05-31,AMAT,1,AMAT
2010-05-31,AMGN,1,AMGN
2010-05-31,AMZN,1,AMZN
2010-05-31,APOL,1,APOL
2010-05-31,ATVI,1,ATVI
2010-05-31,BBBY,1,BBBY
2010-05-31,BIDU,1,BIDU
2010-05-31,BIIB,1,BIIB
2010-05-31,BMC,1,BMC
2010-05-31,BRCM,1,BRCM
2010-05-31,CA,1,CA
2010-05-31,CELG,1,CELG
2010-05-31,CEPH,1,CEPH
2010-05-31,CERN,1,CERN
2010-05-31,CHKP,1,CHKP
2010-05-31,CHRW,1,CHRW
2010-05-31,CMCSA,1,CMCSA
2010-05-31,COST,1,COST
2010-05-31,CSCO,1,CSCO
2010-05-31,CTAS,1,CTAS
2010-05-31,CTSH,1,CTSH
2010-05-31,CTXS,1,CTXS
2010-05-31,DELL,1,DELL
2010-05-31,DISH,1,DISH
2010-05-31,DTV,1,DTV
2010-05-31,EA,1,EA
2010-05-31,EBAY,1,EBAY
2010-05-31,ESRX,1,ESRX
2010-05-31,EXPD,1,EXPD
2010-05-31,EXPE,1,EXPE
2010-05-31,FAST,1,FAST
2010-05-31,FB,1,META
2010-05-31,FISV,1,FISV
2010-05-31,FLEX,1,FLEX
2010-05-31,FLIR,1,FLIR
2010-05-31,FSLR,1,FSLR
2010-05-31,FWLT,1,FWLT
2010-05-31,GENZ,1,GENZ
2010-05-31,GILD,1,GILD
2010-05-31,GOOG,1,GOOGL
2010-05-31,GRMN,1,GRMN
2010-05-31,HOLX,1,HOLX
2010-05-31,HSIC,1,HSIC
2010-05-31,ILMN,1,ILMN
2010-05-31,INTC,1,INTC
2010-05-31,INTU,1,INTU
2010-05-31,ISRG,1,ISRG
2010-05-31,JBHT,1,JBHT
2010-05-31,JOYG,1,JOYG
2010-05-31,KLAC,1,KLAC
2010-05-31,LIFE,1,LIFE
2010-05-31,LLTC,1,LLTC
2010-05-31,LOGI,1,LOGI
2010-05-31,LRCX,1,LRCX
2010-05-31,MAT,1,MAT
2010-05-31,MCHP,1,MCHP
2010-05-31,MICC,1,MICC
2010-05-31,MRVL,1,MRVL
2010-05-31,MSFT,1,MSFT
2010-05-31,MWW,1,MWW
2010-05-31,MXIM,1,MXIM
2010-05-31,MYL,1,MYL
2010-05-31,NIHD,1,NIHD
2010-05-31,NTAP,1,NTAP
2010-05-31,NVDA,1,NVDA
2010-05-31,NWSA,1,FOXA
2010-05-31,ORCL,1,ORCL
2010-05-31,ORLY,1,ORLY
2010-05-31,PAYX,1,PAYX
2010-05-31,PCAR,1,PCAR
2010-05-31,PCLN,1,BKNG
2010-05-31,PDCO,1,PDCO
2010-05-31,QCOM,1,QCOM
2010-05-31,QGEN,1,QGEN
2010-05-31,QRTEA,1,QRTEA
2010-05-31,RIMM,1,RIMM
2010-05-31,ROST,1,ROST
2010-05-31,SBUX,1,SBUX
2010-05-31,SHLD,1,SHLD
2010-05-31,SIAL,1,SIAL
2010-05-31,SNDK,1,SNDK
2010-05-31,SPLS,1,SPLS
2010-05-31,SRCL,1,SRCL
2010-05-31,SYMC,1,NLOK
2010-05-31,URBN,1,URBN
2010-05-31,VIAB,1,VIAB
2010-05-31,VMED,1,VMED
2010-05-31,VOD,1,VOD
2010-05-31,VRSN,1,VRSN
2010-05-31,VRTX,1,VRTX
2010-05-31,WCRX,1,WCRX
2010-05-31,WYNN,1,WYNN
2010-05-31,XLNX,1,XLNX
2010-05-31,XRAY,1,XRAY
2010-05-31,YHOO,1,YHOO
2010-06-30,AAPL,1,AAPL
2010-06-30,ADBE,1,ADBE
2010-06-30,ADP,1,ADP
2010-06-30,ADSK,1,ADSK
2010-06-30,ALTR,1,ALTR
2010-06-30,AMAT,1,AMAT
2010-06-30,AMGN,1,AMGN
2010-06-30,AMZN,1,AMZN
2010-06-30,APOL,1,APOL
2010-06-30,ATVI,1,ATVI
2010-06-30,BBBY,1,BBBY
2010-06-30,BIDU,1,BIDU
2010-06-30,BIIB,1,BIIB
2010-06-30,BMC,1,BMC
2010-06-30,BRCM,1,BRCM
2010-06-30,CA,1,CA
2010-06-30,CELG,1,CELG
2010-06-30,CEPH,1,CEPH
2010-06-30,CERN,1,CERN
2010-06-30,CHKP,1,CHKP
2010-06-30,CHRW,1,CHRW
2010-06-30,CMCSA,1,CMCSA
2010-06-30,COST,1,COST
2010-06-30,CSCO,1,CSCO
2010-06-30,CTAS,1,CTAS
2010-06-30,CTSH,1,CTSH
2010-06-30,CTXS,1,CTXS
2010-06-30,DELL,1,DELL
2010-06-30,DISH,1,DISH
2010-06-30,DTV,1,DTV
2010-06-30,EA,1,EA
2010-06-30,EBAY,1,EBAY
2010-06-30,ESRX,1,ESRX
2010-06-30,EXPD,1,EXPD
2010-06-30,EXPE,1,EXPE
2010-06-30,FAST,1,FAST
2010-06-30,FB,1,META
2010-06-30,FISV,1,FISV
2010-06-30,FLEX,1,FLEX
2010-06-30,FLIR,1,FLIR
2010-06-30,FSLR,1,FSLR
2010-06-30,FWLT,1,FWLT
2010-06-30,GENZ,1,GENZ
2010-06-30,GILD,1,GILD
2010-06-30,GOOG,1,GOOGL
2010-06-30,GRMN,1,GRMN
2010-06-30,HOLX,1,HOLX
2010-06-30,HSIC,1,HSIC
2010-06-30,ILMN,1,ILMN
2010-06-30,INTC,1,INTC
2010-06-30,INTU,1,INTU
2010-06-30,ISRG,1,ISRG
2010-06-30,JBHT,1,JBHT
2010-06-30,JOYG,1,JOYG
2010-06-30,KLAC,1,KLAC
2010-06-30,LIFE,1,LIFE
2010-06-30,LLTC,1,LLTC
2010-06-30,LOGI,1,LOGI
2010-06-30,LRCX,1,LRCX
2010-06-30,MAT,1,MAT
2010-06-30,MCHP,1,MCHP
2010-06-30,MICC,1,MICC
2010-06-30,MRVL,1,MRVL
2010-06-30,MSFT,1,MSFT
2010-06-30,MWW,1,MWW
2010-06-30,MXIM,1,MXIM
2010-06-30,MYL,1,MYL
2010-06-30,NIHD,1,NIHD
2010-06-30,NTAP,1,NTAP
2010-06-30,NVDA,1,NVDA
2010-06-30,NWSA,1,FOXA
2010-06-30,ORCL,1,ORCL
2010-06-30,ORLY,1,ORLY
2010-06-30,PAYX,1,PAYX
2010-06-30,PCAR,1,PCAR
2010-06-30,PCLN,1,BKNG
2010-06-30,PDCO,1,PDCO
2010-06-30,QCOM,1,QCOM
2010-06-30,QGEN,1,QGEN
2010-06-30,QRTEA,1,QRTEA
2010-06-30,RIMM,1,RIMM
2010-06-30,ROST,1,ROST
2010-06-30,SBUX,1,SBUX
2010-06-30,SHLD,1,SHLD
2010-06-30,SIAL,1,SIAL
2010-06-30,SNDK,1,SNDK
2010-06-30,SPLS,1,SPLS
2010-06-30,SRCL,1,SRCL
2010-06-30,SYMC,1,NLOK
2010-06-30,URBN,1,URBN
2010-06-30,VIAB,1,VIAB
2010-06-30,VMED,1,VMED
2010-06-30,VOD,1,VOD
2010-06-30,VRSN,1,VRSN
2010-06-30,VRTX,1,VRTX
2010-06-30,WCRX,1,WCRX
2010-06-30,WYNN,1,WYNN
2010-06-30,XLNX,1,XLNX
2010-06-30,XRAY,1,XRAY
2010-06-30,YHOO,1,YHOO
2010-07-31,AAPL,1,AAPL
2010-07-31,ADBE,1,ADBE
2010-07-31,ADP,1,ADP
2010-07-31,ADSK,1,ADSK
2010-07-31,ALTR,1,ALTR
2010-07-31,AMAT,1,AMAT
2010-07-31,AMGN,1,AMGN
2010-07-31,AMZN,1,AMZN
2010-07-31,APOL,1,APOL
2010-07-31,ATVI,1,ATVI
2010-07-31,BBBY,1,BBBY
2010-07-31,BIDU,1,BIDU
2010-07-31,BIIB,1,BIIB
2010-07-31,BMC,1,BMC
2010-07-31,BRCM,1,BRCM
2010-07-31,CA,1,CA
2010-07-31,CELG,1,CELG
2010-07-31,CEPH,1,CEPH
2010-07-31,CERN,1,CERN
2010-07-31,CHKP,1,CHKP
2010-07-31,CHRW,1,CHRW
2010-07-31,CMCSA,1,CMCSA
2010-07-31,COST,1,COST
2010-07-31,CSCO,1,CSCO
2010-07-31,CTAS,1,CTAS
2010-07-31,CTSH,1,CTSH
2010-07-31,CTXS,1,CTXS
2010-07-31,DELL,1,DELL
2010-07-31,DISH,1,DISH
2010-07-31,DTV,1,DTV
2010-07-31,EA,1,EA
2010-07-31,EBAY,1,EBAY
2010-07-31,ESRX,1,ESRX
2010-07-31,EXPD,1,EXPD
2010-07-31,EXPE,1,EXPE
2010-07-31,FAST,1,FAST
2010-07-31,FB,1,META
2010-07-31,FISV,1,FISV
2010-07-31,FLEX,1,FLEX
2010-07-31,FLIR,1,FLIR
2010-07-31,FSLR,1,FSLR
2010-07-31,FWLT,1,FWLT
2010-07-31,GENZ,1,GENZ
2010-07-31,GILD,1,GILD
2010-07-31,GOOG,1,GOOGL
2010-07-31,GRMN,1,GRMN
2010-07-31,HOLX,1,HOLX
2010-07-31,HSIC,1,HSIC
2010-07-31,ILMN,1,ILMN
2010-07-31,INTC,1,INTC
2010-07-31,INTU,1,INTU
2010-07-31,ISRG,1,ISRG
2010-07-31,JBHT,1,JBHT
2010-07-31,JOYG,1,JOYG
2010-07-31,KLAC,1,KLAC
2010-07-31,LIFE,1,LIFE
2010-07-31,LLTC,1,LLTC
